produto_id,pedido_id,quantidade,valor_unitario,valor_total,estado,frete,id_nf
18212,18198,4,120.0,480.0,BR-MS,96.0,6790
61356,18698,3,390.0,1170.0,BR-AL,234.0,6791
45979,21291,1,280.0,280.0,BR-MA,56.0,6792
89334,22643,4,350.0,1400.0,BR-MS,280.0,6793
53731,23840,4,430.0,1720.0,BR-BR-RR,344.0,6794
18212,24228,5,120.0,600.0,BR-MT,120.0,6795
50771,26267,4,340.0,1360.0,BR-PE,272.0,6796
21244,26416,1,1120.0,1120.0,BR-RO,224.0,6797
59784,26726,1,390.0,390.0,BR-PA,78.0,6798
11736,27562,3,740.0,2220.0,BR-PE,444.0,6799
12812,30059,4,320.0,1280.0,BR-TO,256.0,6800
71770,30205,6,530.0,3180.0,BR-RS,636.0,6801
3829,30998,2,2630.0,5260.0,BR-BA,1052.0,6802
21516,31257,4,320.0,1280.0,BR-SE,256.0,6803
65473,31753,6,210.0,1260.0,BR-MT,252.0,6804
49026,32499,4,240.0,960.0,BR-BR-RR,192.0,6805
5995,33079,1,398.0,398.0,BR-PR,796.0,6806
19432,35166,3,190.0,570.0,BR-GO,114.0,6807
53731,35248,3,430.0,1290.0,BR-AP,258.0,6808
3829,36508,6,2630.0,15780.0,BR-RS,3156.0,6809
27659,36880,1,140.0,140.0,BR-MS,28.0,6810
29650,37528,3,120.0,360.0,BR-MA,72.0,6811
8673,37986,3,490.0,1470.0,BR-PR,294.0,6812
8456,38489,4,360.0,1440.0,BR-PI,288.0,6813
91498,40283,6,130.0,780.0,BR-BA,156.0,6814
9809,40500,1,260.0,260.0,BR-GO,52.0,6815
50330,41892,2,210.0,420.0,BR-MG,84.0,6816
8456,43945,5,360.0,1800.0,BR-MG,360.0,6817
47405,44370,2,310.0,620.0,BR-ES,124.0,6818
44379,45049,1,165.0,165.0,BR-MT,33.0,6819
100939,45167,6,310.0,1860.0,BR-SE,372.0,6820
13814,45191,5,550.0,2750.0,BR-ES,550.0,6821
66539,45409,1,399.0,399.0,BR-AC,798.0,6822
3829,46671,6,2630.0,15780.0,BR-ES,3156.0,6823
66135,47485,1,490.0,490.0,BR-TO,98.0,6824
73692,49374,1,90.0,90.0,BR-BR-RR,18.0,6825
6262,49673,3,644.0,1932.0,BR-MA,3864.0,6826
32126,49690,5,210.0,1050.0,BR-BR-RR,210.0,6827
37794,49829,4,105.0,420.0,BR-RN,84.0,6828
53941,51241,1,280.0,280.0,BR-TO,56.0,6829
13906,51896,4,340.0,1360.0,BR-RN,272.0,6830
13906,52052,4,340.0,1360.0,BR-SC,272.0,6831
4853,52455,5,100.0,500.0,BR-BA,100.0,6832
41518,53236,5,260.0,1300.0,BR-RJ,260.0,6833
12609,53445,3,320.0,960.0,BR-MA,192.0,6834
61356,55126,4,390.0,1560.0,BR-TO,312.0,6835
89100,55128,5,4200.0,21000.0,BR-PA,4200.0,6836
79079,57005,4,320.0,1280.0,BR-AC,256.0,6837
39368,57587,3,279.0,837.0,BR-MG,1674.0,6838
89100,58279,1,4200.0,4200.0,BR-MS,840.0,6839
32986,60210,5,315.0,1575.0,BR-SE,315.0,6840
3865,62666,4,6500.0,26000.0,BR-AM,5200.0,6841
95805,63534,6,100.0,600.0,BR-DF,120.0,6842
43888,63747,1,190.0,190.0,BR-BA,38.0,6843
89100,65725,1,4200.0,4200.0,BR-DF,840.0,6844
23575,67674,1,210.0,210.0,BR-AC,42.0,6845
71946,68397,2,290.0,580.0,BR-MA,116.0,6846
70240,69269,5,290.0,1450.0,BR-RS,290.0,6847
73038,69763,1,90.0,90.0,BR-GO,18.0,6848
17990,71182,6,3800.0,22800.0,BR-AL,4560.0,6849
82990,71545,3,450.0,1350.0,BR-GO,270.0,6850
14420,72691,6,690.0,4140.0,BR-PB,828.0,6851
4553,74298,1,110.0,110.0,BR-DF,22.0,6852
80644,74402,6,990.0,5940.0,BR-MA,1188.0,6853
55452,74657,6,350.0,2100.0,BR-AM,420.0,6854
13814,74755,4,550.0,2200.0,BR-PB,440.0,6855
27546,74985,6,336.0,2016.0,BR-MS,4032.0,6856
51314,75191,4,410.0,1640.0,BR-GO,328.0,6857
70240,75504,3,290.0,870.0,BR-MA,174.0,6858
44379,75938,4,165.0,660.0,BR-PE,132.0,6859
9981,76589,6,4000.0,24000.0,BR-AL,4800.0,6860
51238,76644,5,410.0,2050.0,BR-CE,410.0,6861
75557,77573,4,90.0,360.0,BR-PA,72.0,6862
12812,77621,3,320.0,960.0,BR-AP,192.0,6863
98964,78550,5,280.0,1400.0,BR-MG,280.0,6864
44207,78623,1,290.0,290.0,BR-ES,58.0,6865
7193,78673,2,320.0,640.0,BR-RS,128.0,6866
89100,79692,2,4200.0,8400.0,BR-TO,1680.0,6867
70673,79877,3,210.0,630.0,BR-TO,126.0,6868
11736,80400,6,740.0,4440.0,BR-TO,888.0,6869
37794,80734,4,105.0,420.0,BR-TO,84.0,6870
43054,81657,1,320.0,320.0,BR-TO,64.0,6871
6381,81715,5,586.0,2930.0,BR-AC,586.0,6872
73038,83690,4,90.0,360.0,BR-RO,72.0,6873
32126,83724,6,210.0,1260.0,BR-GO,252.0,6874
7871,85971,1,420.0,420.0,BR-CE,84.0,6875
9981,86544,6,4000.0,24000.0,BR-AP,4800.0,6876
37794,87040,6,105.0,630.0,BR-MA,126.0,6877
12751,87959,2,400.0,800.0,BR-PR,160.0,6878
4853,88372,2,100.0,200.0,BR-DF,40.0,6879
49497,89587,1,320.0,320.0,BR-ES,64.0,6880
38723,89783,3,80.0,240.0,BR-MT,48.0,6881
36195,90157,5,110.0,550.0,BR-BA,110.0,6882
66135,91067,1,490.0,490.0,BR-ES,98.0,6883
70673,91656,1,210.0,210.0,BR-PB,42.0,6884
13472,92103,1,450.0,450.0,BR-AM,90.0,6885
43888,92277,3,190.0,570.0,BR-BR-RR,114.0,6886
77079,92345,1,100.0,100.0,BR-BA,20.0,6887
5292,92681,4,576.0,2304.0,BR-RO,4608.0,6888
6888,92793,5,350.0,1750.0,BR-AC,350.0,6889
43888,94033,2,190.0,380.0,BR-PE,76.0,6890
29893,94160,4,420.0,1680.0,BR-SC,336.0,6891
43888,94924,3,190.0,570.0,BR-ES,114.0,6892
38723,95019,4,80.0,320.0,BR-PR,64.0,6893
79551,96283,2,290.0,580.0,BR-DF,116.0,6894
13472,96492,6,450.0,2700.0,BR-GO,540.0,6895
100939,96961,5,310.0,1550.0,BR-MG,310.0,6896
18128,97055,3,795.0,2385.0,BR-BA,477.0,6897
53458,97691,6,450.0,2700.0,BR-AC,540.0,6898
33976,98196,5,120.0,600.0,BR-MS,120.0,6899
3451,98939,5,250.0,1250.0,BR-AM,250.0,6900
50478,99126,6,315.0,1890.0,BR-RS,378.0,6901
25562,99367,6,320.0,1920.0,BR-MS,384.0,6902
43054,99870,2,320.0,640.0,BR-AM,128.0,6903
59784,101231,6,390.0,2340.0,BR-MT,468.0,6904
10795,101871,5,300.0,1500.0,BR-MG,300.0,6905
82257,102424,3,1600.0,4800.0,BR-ES,960.0,6906
35682,103251,6,250.0,1500.0,BR-PR,300.0,6907
56571,103551,1,420.0,420.0,BR-AC,84.0,6908
47475,104731,5,490.0,2450.0,BR-PB,490.0,6909
29650,106303,3,120.0,360.0,BR-MT,72.0,6910
2706,106366,3,590.0,1770.0,BR-BR-RR,354.0,6911
29012,107029,3,525.0,1575.0,BR-SC,315.0,6912
18212,107672,2,120.0,240.0,BR-MA,48.0,6913
65473,109332,4,210.0,840.0,BR-DF,168.0,6914
6699,109764,4,320.0,1280.0,BR-AM,256.0,6915
4853,110026,3,100.0,300.0,BR-MS,60.0,6916
5412,113191,3,788.0,2364.0,BR-MA,4728.0,6917
40508,113625,3,245.0,735.0,BR-SE,147.0,6918
61356,113805,2,390.0,780.0,BR-SC,156.0,6919
16634,113900,4,480.0,1920.0,BR-PE,384.0,6920
98640,114015,6,990.0,5940.0,BR-AP,1188.0,6921
6137,114857,5,100.0,500.0,BR-RS,100.0,6922
74506,115163,6,420.0,2520.0,BR-AM,504.0,6923
40082,115623,2,315.0,630.0,BR-TO,126.0,6924
14074,115903,6,450.0,2700.0,BR-BR-RR,540.0,6925
33976,116296,1,120.0,120.0,BR-PI,24.0,6926
6888,116977,2,350.0,700.0,BR-AP,140.0,6927
70813,117869,4,120.0,480.0,BR-TO,96.0,6928
7729,118583,3,360.0,1080.0,BR-SP,216.0,6929
13716,118713,1,450.0,450.0,BR-GO,90.0,6930
14074,118951,6,450.0,2700.0,BR-MS,540.0,6931
44379,119547,2,165.0,330.0,BR-MT,66.0,6932
6769,120474,4,220.0,880.0,BR-AL,176.0,6933
6742,120500,3,850.0,2550.0,BR-MA,510.0,6934
70813,120745,4,120.0,480.0,BR-ES,96.0,6935
51314,120749,5,410.0,2050.0,BR-CE,410.0,6936
100983,121715,3,350.0,1050.0,BR-DF,210.0,6937
7193,121758,4,320.0,1280.0,BR-RJ,256.0,6938
17258,121785,4,420.0,1680.0,BR-SE,336.0,6939
53941,122380,3,280.0,840.0,BR-CE,168.0,6940
30263,122443,5,135.0,675.0,BR-AP,135.0,6941
27659,123870,5,140.0,700.0,BR-RO,140.0,6942
79551,125301,6,290.0,1740.0,BR-MT,348.0,6943
82257,125542,5,1600.0,8000.0,BR-AL,1600.0,6944
86845,125846,3,110.0,330.0,BR-PB,66.0,6945
5995,126355,3,398.0,1194.0,BR-PA,2388.0,6946
53731,127188,3,430.0,1290.0,BR-CE,258.0,6947
33349,127268,2,270.0,540.0,BR-RS,108.0,6948
61356,127562,3,390.0,1170.0,BR-BR-RR,234.0,6949
56380,129032,6,179.0,1074.0,BR-PA,2148.0,6950
86243,129404,1,350.0,350.0,BR-DF,70.0,6951
91248,129547,3,45.0,135.0,BR-RS,27.0,6952
70813,130445,5,120.0,600.0,BR-BR-RR,120.0,6953
86845,130877,1,110.0,110.0,BR-AC,22.0,6954
67445,130991,1,320.0,320.0,BR-PA,64.0,6955
15875,132152,4,490.0,1960.0,BR-AP,392.0,6956
71946,132304,6,290.0,1740.0,BR-PE,348.0,6957
22568,133018,2,245.0,490.0,BR-BR-RR,98.0,6958
67445,133030,3,320.0,960.0,BR-RJ,192.0,6959
89334,133048,1,350.0,350.0,BR-MG,70.0,6960
75706,133331,1,100.0,100.0,BR-PR,20.0,6961
3829,133382,6,2630.0,15780.0,BR-PE,3156.0,6962
21429,133972,1,390.0,390.0,BR-SE,78.0,6963
9397,134047,4,345.0,1380.0,BR-BR-RR,276.0,6964
44424,134445,2,360.0,720.0,BR-PR,144.0,6965
59784,135050,5,390.0,1950.0,BR-ES,390.0,6966
35129,135889,2,320.0,640.0,BR-DF,128.0,6967
100460,136438,4,890.0,3560.0,BR-GO,712.0,6968
15875,137384,6,490.0,2940.0,BR-AP,588.0,6969
43888,137737,5,190.0,950.0,BR-PR,190.0,6970
10795,138690,4,300.0,1200.0,BR-MG,240.0,6971
18128,139046,2,795.0,1590.0,BR-SC,318.0,6972
86243,139629,4,350.0,1400.0,BR-RO,280.0,6973
20029,139962,4,294.0,1176.0,BR-MA,2352.0,6974
4835,1775,5,560.0,2800.0,BR-SC,560.0,6975
32986,2003,1,315.0,315.0,BR-AC,63.0,6976
75557,2431,3,90.0,270.0,BR-RJ,54.0,6977
13906,2502,3,340.0,1020.0,BR-AM,204.0,6978
66135,2606,6,490.0,2940.0,BR-PA,588.0,6979
44424,2671,2,360.0,720.0,BR-TO,144.0,6980
30211,5114,3,380.0,1140.0,BR-TO,228.0,6981
6137,5592,3,100.0,300.0,BR-RJ,60.0,6982
5995,6274,3,398.0,1194.0,BR-PB,2388.0,6983
7193,6385,6,320.0,1920.0,BR-AM,384.0,6984
72667,6484,1,139.0,139.0,BR-RN,278.0,6985
36195,6504,3,110.0,330.0,BR-PA,66.0,6986
18751,6977,6,990.0,5940.0,BR-MT,1188.0,6987
41262,7729,3,390.0,1170.0,BR-AC,234.0,6988
57815,8262,4,100.0,400.0,BR-PE,80.0,6989
20029,9007,1,294.0,294.0,BR-TO,588.0,6990
6769,9110,1,220.0,220.0,BR-SC,44.0,6991
4553,11001,1,110.0,110.0,BR-SC,22.0,6992
45878,13281,3,210.0,630.0,BR-TO,126.0,6993
72667,14196,6,139.0,834.0,BR-MA,1668.0,6994
59337,14329,6,390.0,2340.0,BR-BA,468.0,6995
22407,14788,2,200.0,400.0,BR-AL,80.0,6996
51314,15681,2,410.0,820.0,BR-PA,164.0,6997
21244,16078,6,1120.0,6720.0,BR-PE,1344.0,6998
29893,16975,5,420.0,2100.0,BR-MT,420.0,6999
54794,17250,3,350.0,1050.0,BR-TO,210.0,7000
45878,17346,2,210.0,420.0,BR-MG,84.0,7001
72621,18166,1,179.0,179.0,BR-AL,358.0,7002
5292,19037,1,576.0,576.0,BR-MG,1152.0,7003
18212,21151,6,120.0,720.0,BR-MG,144.0,7004
56380,21280,3,179.0,537.0,BR-SC,1074.0,7005
84692,21786,5,499.0,2495.0,BR-AM,499.0,7006
17395,22412,3,1400.0,4200.0,BR-PR,840.0,7007
35129,22981,6,320.0,1920.0,BR-PR,384.0,7008
41518,23087,1,260.0,260.0,BR-RO,52.0,7009
20029,24970,6,294.0,1764.0,BR-GO,3528.0,7010
100484,25099,4,320.0,1280.0,BR-MT,256.0,7011
67445,25995,3,320.0,960.0,BR-ES,192.0,7012
59784,26322,2,390.0,780.0,BR-RO,156.0,7013
83009,28842,5,280.0,1400.0,BR-AL,280.0,7014
58472,29785,5,150.0,750.0,BR-TO,150.0,7015
6381,29927,1,586.0,586.0,BR-MS,1172.0,7016
64127,30557,4,590.0,2360.0,BR-RO,472.0,7017
36306,30915,2,390.0,780.0,BR-SP,156.0,7018
82990,31143,5,450.0,2250.0,BR-AL,450.0,7019
83866,31612,2,990.0,1980.0,BR-SP,396.0,7020
7729,31667,5,360.0,1800.0,BR-AP,360.0,7021
89334,31783,1,350.0,350.0,BR-SE,70.0,7022
47475,31796,1,490.0,490.0,BR-MG,98.0,7023
27336,32101,2,250.0,500.0,BR-SP,100.0,7024
15875,32159,2,490.0,980.0,BR-MA,196.0,7025
14074,33572,1,450.0,450.0,BR-RS,90.0,7026
66255,34692,5,390.0,1950.0,BR-TO,390.0,7027
39814,35092,2,390.0,780.0,BR-PA,156.0,7028
73692,35676,1,90.0,90.0,BR-MS,18.0,7029
62594,35834,6,300.0,1800.0,BR-PR,360.0,7030
60010,36206,3,90.0,270.0,BR-BA,54.0,7031
18212,36254,2,120.0,240.0,BR-PR,48.0,7032
35682,36609,5,250.0,1250.0,BR-MS,250.0,7033
91498,36797,4,130.0,520.0,BR-RJ,104.0,7034
70240,39445,5,290.0,1450.0,BR-AC,290.0,7035
42913,39627,2,2590.0,5180.0,BR-DF,1036.0,7036
18790,40238,2,890.0,1780.0,BR-RS,356.0,7037
49497,40817,2,320.0,640.0,BR-SC,128.0,7038
83795,41902,5,310.0,1550.0,BR-SC,310.0,7039
27659,43089,4,140.0,560.0,BR-RJ,112.0,7040
3820,43226,3,139.0,417.0,BR-PE,834.0,7041
9397,43393,4,345.0,1380.0,BR-RN,276.0,7042
33349,43769,5,270.0,1350.0,BR-MA,270.0,7043
80644,44096,3,990.0,2970.0,BR-MT,594.0,7044
85154,45703,5,420.0,2100.0,BR-RN,420.0,7045
7729,45760,4,360.0,1440.0,BR-RS,288.0,7046
6769,46192,2,220.0,440.0,BR-DF,88.0,7047
6888,46538,5,350.0,1750.0,BR-AC,350.0,7048
31835,47237,6,399.0,2394.0,BR-AC,4788.0,7049
21516,48050,5,320.0,1600.0,BR-RS,320.0,7050
83866,48141,5,990.0,4950.0,BR-RO,990.0,7051
53458,48525,1,450.0,450.0,BR-RJ,90.0,7052
54794,50652,1,350.0,350.0,BR-SE,70.0,7053
75557,50694,1,90.0,90.0,BR-MT,18.0,7054
46573,51154,4,350.0,1400.0,BR-MS,280.0,7055
29510,51304,6,360.0,2160.0,BR-PR,432.0,7056
4835,51863,1,560.0,560.0,BR-PA,112.0,7057
23575,52982,3,210.0,630.0,BR-RJ,126.0,7058
42913,53410,4,2590.0,10360.0,BR-AL,2072.0,7059
18751,54885,2,990.0,1980.0,BR-RN,396.0,7060
32126,55275,4,210.0,840.0,BR-MT,168.0,7061
20029,57171,1,294.0,294.0,BR-CE,588.0,7062
36306,58687,4,390.0,1560.0,BR-ES,312.0,7063
11736,59940,1,740.0,740.0,BR-GO,148.0,7064
39814,60616,3,390.0,1170.0,BR-DF,234.0,7065
11736,61146,4,740.0,2960.0,BR-AM,592.0,7066
86544,61819,6,50.0,300.0,BR-RJ,60.0,7067
50330,61941,5,210.0,1050.0,BR-CE,210.0,7068
100484,62126,2,320.0,640.0,BR-TO,128.0,7069
65473,63060,2,210.0,420.0,BR-PB,84.0,7070
50771,63376,6,340.0,2040.0,BR-MA,408.0,7071
48483,64015,4,400.0,1600.0,BR-AC,320.0,7072
14074,64517,1,450.0,450.0,BR-MA,90.0,7073
33348,65468,3,160.0,480.0,BR-SE,96.0,7074
70813,67293,3,120.0,360.0,BR-RO,72.0,7075
49026,67364,5,240.0,1200.0,BR-PB,240.0,7076
5412,67531,3,788.0,2364.0,BR-MA,4728.0,7077
91248,68918,5,45.0,225.0,BR-AM,45.0,7078
27659,69055,6,140.0,840.0,BR-AL,168.0,7079
29301,69069,6,180.0,1080.0,BR-DF,216.0,7080
32986,70657,4,315.0,1260.0,BR-PR,252.0,7081
70240,70913,6,290.0,1740.0,BR-MA,348.0,7082
22407,71722,4,200.0,800.0,BR-BA,160.0,7083
32986,72022,4,315.0,1260.0,BR-RO,252.0,7084
29893,72312,4,420.0,1680.0,BR-MA,336.0,7085
57815,72883,3,100.0,300.0,BR-RO,60.0,7086
30211,74601,5,380.0,1900.0,BR-SC,380.0,7087
72621,75375,4,179.0,716.0,BR-AL,1432.0,7088
13716,75652,1,450.0,450.0,BR-PA,90.0,7089
47475,76924,3,490.0,1470.0,BR-MT,294.0,7090
18128,77725,6,795.0,4770.0,BR-PA,954.0,7091
40082,77827,3,315.0,945.0,BR-PB,189.0,7092
66135,78586,5,490.0,2450.0,BR-BR-RR,490.0,7093
66135,78861,3,490.0,1470.0,BR-AL,294.0,7094
70673,80143,1,210.0,210.0,BR-SC,42.0,7095
5995,80704,5,398.0,1990.0,BR-SC,398.0,7096
100460,83502,5,890.0,4450.0,BR-ES,890.0,7097
84743,83726,5,120.0,600.0,BR-RJ,120.0,7098
4853,83783,4,100.0,400.0,BR-MA,80.0,7099
56571,83860,3,420.0,1260.0,BR-RO,252.0,7100
16634,84427,1,480.0,480.0,BR-RJ,96.0,7101
6137,85044,6,100.0,600.0,BR-AM,120.0,7102
73692,85591,2,90.0,180.0,BR-DF,36.0,7103
14420,86103,2,690.0,1380.0,BR-RS,276.0,7104
5995,87007,5,398.0,1990.0,BR-PA,398.0,7105
3829,90148,4,2630.0,10520.0,BR-SE,2104.0,7106
66539,92730,4,399.0,1596.0,BR-MS,3192.0,7107
47475,94212,3,490.0,1470.0,BR-BR-RR,294.0,7108
100939,94633,5,310.0,1550.0,BR-MT,310.0,7109
84692,95115,2,499.0,998.0,BR-RN,1996.0,7110
30211,95293,5,380.0,1900.0,BR-BR-RR,380.0,7111
91498,95776,4,130.0,520.0,BR-SE,104.0,7112
50478,96339,5,315.0,1575.0,BR-ES,315.0,7113
22568,97032,5,245.0,1225.0,BR-MG,245.0,7114
6769,97710,5,220.0,1100.0,BR-MS,220.0,7115
51238,98103,1,410.0,410.0,BR-ES,82.0,7116
18751,98459,5,990.0,4950.0,BR-MG,990.0,7117
41189,98726,4,160.0,640.0,BR-PA,128.0,7118
55452,99043,5,350.0,1750.0,BR-RS,350.0,7119
85154,99123,4,420.0,1680.0,BR-MA,336.0,7120
21516,100344,1,320.0,320.0,BR-TO,64.0,7121
55452,100770,4,350.0,1400.0,BR-RN,280.0,7122
22407,101806,6,200.0,1200.0,BR-GO,240.0,7123
56350,102426,4,245.0,980.0,BR-AL,196.0,7124
5995,102952,6,398.0,2388.0,BR-RJ,4776.0,7125
27336,103222,1,250.0,250.0,BR-AM,50.0,7126
5995,103506,6,398.0,2388.0,BR-BA,4776.0,7127
14420,105456,1,690.0,690.0,BR-MT,138.0,7128
8456,105489,4,360.0,1440.0,BR-AC,288.0,7129
43888,105892,2,190.0,380.0,BR-MA,76.0,7130
14420,106633,2,690.0,1380.0,BR-PB,276.0,7131
89334,106890,6,350.0,2100.0,BR-GO,420.0,7132
39814,107848,6,390.0,2340.0,BR-ES,468.0,7133
29893,107891,3,420.0,1260.0,BR-RO,252.0,7134
55051,108657,1,760.0,760.0,BR-PA,152.0,7135
6699,109262,6,320.0,1920.0,BR-SC,384.0,7136
12895,109341,5,2600.0,13000.0,BR-AP,2600.0,7137
27546,110981,5,336.0,1680.0,BR-PI,336.0,7138
6381,111426,1,586.0,586.0,BR-RS,1172.0,7139
58245,111799,5,120.0,600.0,BR-RS,120.0,7140
3829,112207,4,2630.0,10520.0,BR-GO,2104.0,7141
43888,115113,6,190.0,1140.0,BR-MS,228.0,7142
62594,115568,4,300.0,1200.0,BR-DF,240.0,7143
70673,116039,2,210.0,420.0,BR-PR,84.0,7144
27546,116632,1,336.0,336.0,BR-PA,672.0,7145
12751,118458,3,400.0,1200.0,BR-MG,240.0,7146
44379,120585,6,165.0,990.0,BR-TO,198.0,7147
49497,120616,1,320.0,320.0,BR-MT,64.0,7148
81822,120818,1,390.0,390.0,BR-PR,78.0,7149
59337,121607,3,390.0,1170.0,BR-ES,234.0,7150
57708,121708,3,990.0,2970.0,BR-TO,594.0,7151
29301,122399,5,180.0,900.0,BR-SE,180.0,7152
13716,122446,1,450.0,450.0,BR-PA,90.0,7153
47682,123256,5,430.0,2150.0,BR-DF,430.0,7154
62594,123518,6,300.0,1800.0,BR-RS,360.0,7155
18790,123637,1,890.0,890.0,BR-PB,178.0,7156
89334,124040,1,350.0,350.0,BR-RJ,70.0,7157
5995,124248,3,398.0,1194.0,BR-SC,2388.0,7158
48483,124997,1,400.0,400.0,BR-PA,80.0,7159
57696,125187,2,410.0,820.0,BR-RS,164.0,7160
17258,125969,2,420.0,840.0,BR-SP,168.0,7161
71946,126584,2,290.0,580.0,BR-RO,116.0,7162
4835,126774,6,560.0,3360.0,BR-SE,672.0,7163
97039,126796,3,320.0,960.0,BR-RN,192.0,7164
100481,126951,4,410.0,1640.0,BR-CE,328.0,7165
37384,128313,2,700.0,1400.0,BR-SE,280.0,7166
58472,129402,4,150.0,600.0,BR-RO,120.0,7167
87711,130980,5,140.0,700.0,BR-RO,140.0,7168
70813,131238,5,120.0,600.0,BR-GO,120.0,7169
27659,131240,4,140.0,560.0,BR-AM,112.0,7170
83795,133122,5,310.0,1550.0,BR-RJ,310.0,7171
17258,133268,1,420.0,420.0,BR-AC,84.0,7172
33348,133458,4,160.0,640.0,BR-SP,128.0,7173
83009,133650,4,280.0,1120.0,BR-SP,224.0,7174
14836,133805,5,1100.0,5500.0,BR-PE,1100.0,7175
45979,133817,5,280.0,1400.0,BR-CE,280.0,7176
27659,133883,3,140.0,420.0,BR-PE,84.0,7177
93262,135501,5,450.0,2250.0,BR-PR,450.0,7178
13716,136126,6,450.0,2700.0,BR-PA,540.0,7179
49026,137041,1,240.0,240.0,BR-PR,48.0,7180
89100,137414,5,4200.0,21000.0,BR-SC,4200.0,7181
3829,137510,5,2630.0,13150.0,BR-BR-RR,2630.0,7182
66255,139609,5,390.0,1950.0,BR-RJ,390.0,7183
7871,11,6,420.0,2520.0,BR-DF,504.0,7184
89100,740,4,4200.0,16800.0,BR-TO,3360.0,7185
53941,848,2,280.0,560.0,BR-MA,112.0,7186
50478,1796,4,315.0,1260.0,BR-RO,252.0,7187
39814,2327,5,390.0,1950.0,BR-TO,390.0,7188
6381,2751,6,586.0,3516.0,BR-TO,7032.0,7189
21244,2775,5,1120.0,5600.0,BR-DF,1120.0,7190
56571,2804,3,420.0,1260.0,BR-MT,252.0,7191
39368,3932,5,279.0,1395.0,BR-BA,279.0,7192
58472,4432,5,150.0,750.0,BR-PI,150.0,7193
14836,4719,5,1100.0,5500.0,BR-PE,1100.0,7194
12751,5118,1,400.0,400.0,BR-AL,80.0,7195
70673,6049,2,210.0,420.0,BR-AC,84.0,7196
13906,6956,3,340.0,1020.0,BR-MA,204.0,7197
32986,7385,5,315.0,1575.0,BR-MA,315.0,7198
2706,7498,6,590.0,3540.0,BR-BA,708.0,7199
37384,7941,4,700.0,2800.0,BR-AP,560.0,7200
100983,8558,1,350.0,350.0,BR-RS,70.0,7201
59337,10294,5,390.0,1950.0,BR-PI,390.0,7202
73692,10517,1,90.0,90.0,BR-PR,18.0,7203
12609,12038,3,320.0,960.0,BR-SC,192.0,7204
13906,12474,1,340.0,340.0,BR-MS,68.0,7205
86544,12724,5,50.0,250.0,BR-MA,50.0,7206
58245,13602,1,120.0,120.0,BR-CE,24.0,7207
45878,14084,6,210.0,1260.0,BR-BA,252.0,7208
85154,14537,1,420.0,420.0,BR-AM,84.0,7209
4835,14750,5,560.0,2800.0,BR-MA,560.0,7210
45979,15126,4,280.0,1120.0,BR-PE,224.0,7211
37794,15529,1,105.0,105.0,BR-CE,21.0,7212
39814,15638,3,390.0,1170.0,BR-SE,234.0,7213
29650,15998,1,120.0,120.0,BR-DF,24.0,7214
21244,16700,5,1120.0,5600.0,BR-SC,1120.0,7215
18128,17585,3,795.0,2385.0,BR-RO,477.0,7216
53941,17933,3,280.0,840.0,BR-MG,168.0,7217
45979,18860,3,280.0,840.0,BR-DF,168.0,7218
70240,19498,6,290.0,1740.0,BR-PR,348.0,7219
50478,20249,1,315.0,315.0,BR-BA,63.0,7220
59337,20730,5,390.0,1950.0,BR-AL,390.0,7221
56380,21472,6,179.0,1074.0,BR-AC,2148.0,7222
5292,21784,4,576.0,2304.0,BR-AP,4608.0,7223
37794,22237,4,105.0,420.0,BR-AP,84.0,7224
15875,22821,6,490.0,2940.0,BR-PA,588.0,7225
7871,22906,2,420.0,840.0,BR-SP,168.0,7226
5292,23207,3,576.0,1728.0,BR-MS,3456.0,7227
35682,23521,6,250.0,1500.0,BR-GO,300.0,7228
59337,24270,4,390.0,1560.0,BR-MS,312.0,7229
35682,25324,3,250.0,750.0,BR-AC,150.0,7230
41262,25888,4,390.0,1560.0,BR-AM,312.0,7231
61071,25918,4,450.0,1800.0,BR-MS,360.0,7232
53458,26234,6,450.0,2700.0,BR-ES,540.0,7233
31835,26774,3,399.0,1197.0,BR-CE,2394.0,7234
83866,27905,2,990.0,1980.0,BR-RO,396.0,7235
23575,28047,5,210.0,1050.0,BR-RO,210.0,7236
12751,28586,2,400.0,800.0,BR-SC,160.0,7237
70813,29611,6,120.0,720.0,BR-PA,144.0,7238
83795,30223,5,310.0,1550.0,BR-SC,310.0,7239
13472,30396,6,450.0,2700.0,BR-RN,540.0,7240
28699,31650,1,420.0,420.0,BR-RN,84.0,7241
70240,31683,2,290.0,580.0,BR-AL,116.0,7242
51314,33059,6,410.0,2460.0,BR-AM,492.0,7243
51238,33122,3,410.0,1230.0,BR-DF,246.0,7244
22568,34556,5,245.0,1225.0,BR-BA,245.0,7245
35129,40133,2,320.0,640.0,BR-MT,128.0,7246
13814,40544,2,550.0,1100.0,BR-ES,220.0,7247
42913,40551,1,2590.0,2590.0,BR-TO,518.0,7248
36195,40982,3,110.0,330.0,BR-PI,66.0,7249
37794,41328,3,105.0,315.0,BR-RN,63.0,7250
5412,41963,3,788.0,2364.0,BR-PI,4728.0,7251
13705,45819,3,180.0,540.0,BR-RN,108.0,7252
12751,46053,3,400.0,1200.0,BR-RJ,240.0,7253
32126,46986,1,210.0,210.0,BR-AL,42.0,7254
46573,47866,1,350.0,350.0,BR-CE,70.0,7255
59337,48814,6,390.0,2340.0,BR-TO,468.0,7256
