pedido_id,produto_id,vendedor_id,data_compra,total
14305,37794,4,30/03/2019,525.0
14309,68110,3,05/02/2021,1580.0
14310,29893,1,13/11/2019,840.0
14311,13472,4,17/08/2019,2250.0
14312,32890,5,26/03/2020,2880.0
14314,83795,5,21/01/2021,1240.0
14315,31651,5,07/06/2019,360.0
14324,43054,3,04/12/2020,1920.0
14329,59337,3,28/11/2019,2340.0
14330,6137,3,05/02/2021,200.0
14334,47405,4,12/05/2020,1240.0
14338,87156,2,09/01/2020,640.0
14345,15470,1,09/04/2020,3540.0
14354,51238,3,13/12/2020,1230.0
14368,39368,1,12/05/2020,1395.0
14378,30263,2,16/08/2020,270.0
14382,83795,3,09/05/2019,930.0
14396,40508,2,07/06/2019,1470.0
14402,35682,4,17/02/2020,500.0
14409,58245,5,12/04/2019,360.0
14412,77558,2,26/03/2020,3160.0
14418,13705,3,12/05/2020,540.0
14430,33349,5,07/08/2020,810.0
14433,66135,4,09/09/2020,980.0
14439,31651,2,18/12/2019,900.0
14446,66135,5,30/03/2020,1960.0
14452,23575,1,27/09/2019,1260.0
14453,5995,1,10/07/2020,1592.0
14455,71190,1,26/03/2020,1440.0
14458,35129,1,30/03/2020,1600.0
14475,86243,3,31/12/2020,1750.0
14496,82257,5,04/09/2019,8000.0
14500,4853,3,12/12/2019,400.0
14508,79079,1,02/05/2020,960.0
14512,82257,2,21/07/2020,8000.0
14537,85154,4,02/12/2019,420.0
14541,45979,4,09/12/2020,1120.0
14543,82990,5,05/09/2020,1800.0
14549,50478,2,19/09/2019,945.0
14555,28699,2,26/07/2020,840.0
14557,18790,2,21/03/2020,890.0
14571,6137,5,16/12/2020,200.0
14578,15875,1,17/01/2020,2450.0
14583,64127,2,09/02/2019,1180.0
14586,97039,4,18/12/2020,1600.0
14597,37,5,20/02/2021,2100.0
14601,3865,5,16/03/2020,32500.0
14602,14836,3,16/12/2020,4400.0
14612,86243,1,14/04/2020,1750.0
14621,7871,4,26/08/2019,840.0
14624,13716,5,19/11/2019,1350.0
14626,62594,5,23/04/2020,1200.0
14628,59784,4,23/04/2020,2340.0
14629,93262,1,06/01/2021,900.0
14633,28699,2,02/11/2020,840.0
14639,47405,3,23/01/2020,930.0
14641,48483,3,30/03/2019,800.0
14655,56380,3,07/03/2020,716.0
14658,66539,3,21/07/2020,2394.0
14659,12812,3,21/03/2020,1920.0
14661,6381,1,21/05/2020,2930.0
14662,45695,4,25/01/2021,1440.0
14675,33349,2,30/01/2021,1620.0
14680,75706,1,04/04/2020,300.0
14687,71770,4,06/01/2021,530.0
14697,31651,5,16/10/2020,540.0
14699,33349,5,31/07/2020,810.0
14717,39814,4,07/10/2020,1560.0
14723,21516,5,21/10/2020,1600.0
14724,43054,2,01/10/2020,640.0
14750,4835,2,02/12/2019,2800.0
14753,57815,1,04/09/2019,400.0
14760,13814,5,08/10/2020,1650.0
14762,29301,3,17/02/2020,180.0
14763,22568,3,14/02/2021,245.0
14777,55452,3,13/12/2020,1750.0
14788,22407,2,28/11/2019,400.0
14798,86302,3,20/10/2019,417.0
14809,14074,4,18/12/2020,2250.0
14814,84692,2,22/05/2020,499.0
14825,70813,3,30/11/2020,120.0
14827,33976,1,18/04/2020,720.0
14835,43054,2,14/04/2020,1280.0
14839,100460,5,06/12/2019,4450.0
14843,83792,1,20/08/2020,2340.0
14845,7193,3,09/05/2019,1600.0
14852,29012,5,28/01/2020,3150.0
14887,13906,1,13/01/2020,1360.0
14897,49026,0,27/06/2020,480.0
14903,8707,3,25/11/2019,600.0
14909,80644,3,31/07/2020,5940.0
14932,41262,5,20/08/2020,1560.0
14934,8691,3,16/03/2020,900.0
14935,58472,1,04/04/2020,300.0
14937,5567,0,10/07/2020,420.0
14942,41262,5,07/08/2019,1170.0
14947,86845,1,17/01/2020,440.0
14955,6262,4,13/10/2019,3220.0
14956,100460,5,01/10/2020,890.0
14957,8691,5,28/08/2020,540.0
14965,13814,3,03/07/2019,2750.0
14980,74864,5,20/10/2019,260.0
14982,84743,4,02/02/2020,240.0
14992,86544,2,25/01/2021,150.0
14993,89100,4,25/10/2020,4200.0
15001,9397,2,16/11/2020,345.0
15002,57815,2,09/01/2020,400.0
15004,10086,2,02/02/2020,3750.0
15011,77558,4,12/02/2020,3160.0
15015,100484,4,26/12/2020,1600.0
15016,12812,3,16/08/2020,1280.0
15019,12751,1,03/01/2020,2400.0
15021,40508,3,28/05/2020,245.0
15026,98964,4,09/05/2019,840.0
15030,5567,2,09/09/2020,840.0
15047,24159,4,13/12/2020,1620.0
15051,71770,5,02/05/2020,3180.0
15053,18212,5,20/10/2019,240.0
15063,13716,4,09/05/2019,2700.0
15064,72621,3,19/05/2019,716.0
15067,95805,3,03/07/2019,300.0
15078,98640,5,31/12/2020,2970.0
15088,88368,4,09/09/2020,250.0
15090,97039,5,12/06/2020,1920.0
15111,64127,3,03/01/2020,1180.0
15114,36195,4,14/04/2020,660.0
15124,3820,5,09/04/2020,695.0
15125,44379,4,09/12/2020,825.0
15126,45979,5,02/12/2019,1120.0
15127,56571,5,29/05/2019,420.0
15130,83009,3,06/12/2019,560.0
15139,8673,5,13/11/2019,2940.0
15140,24159,1,06/02/2020,270.0
15144,8456,5,09/12/2020,360.0
15174,59784,3,16/08/2020,2340.0
15182,18790,5,02/02/2020,3560.0
15194,75706,5,16/01/2019,500.0
15196,14836,5,29/05/2019,6600.0
15199,82990,5,12/02/2020,2700.0
15209,71190,1,09/01/2020,720.0
15214,6137,2,03/08/2020,400.0
15215,9397,4,23/01/2020,1035.0
15218,77558,5,04/12/2020,3160.0
15224,14420,3,16/10/2020,4140.0
15231,32890,5,20/08/2020,2400.0
15234,41518,3,26/02/2020,520.0
15240,55452,3,12/08/2020,1750.0
15243,36195,2,02/02/2020,440.0
15266,23575,5,14/02/2021,210.0
15272,4553,3,23/01/2020,660.0
15275,10086,4,16/01/2021,2250.0
15277,71770,5,23/01/2020,1060.0
15278,89334,2,31/03/2020,1400.0
15284,15875,3,08/06/2020,1470.0
15288,79551,1,07/08/2019,1740.0
15291,66539,4,28/09/2019,399.0
15296,73692,5,13/12/2020,180.0
15322,83792,5,04/12/2020,390.0
15323,83795,1,10/07/2020,620.0
15335,73692,2,26/11/2020,270.0
15341,43054,4,16/08/2020,320.0
15345,48872,2,04/04/2020,120.0
15346,14420,1,07/08/2020,4140.0
15348,7940,2,25/10/2020,7200.0
15349,47405,4,05/09/2020,1550.0
15358,14420,4,12/12/2019,1380.0
15366,82990,0,26/11/2020,1800.0
15371,57708,1,16/06/2020,5940.0
15372,14836,5,19/05/2019,2200.0
15373,82257,3,12/02/2020,4800.0
15377,85154,3,20/10/2019,1680.0
15382,17990,1,15/03/2019,15200.0
15406,70813,5,31/03/2020,720.0
15411,32126,3,20/08/2020,840.0
15412,29301,3,16/12/2020,360.0
15416,50771,1,17/01/2020,680.0
15431,18128,3,26/04/2019,1590.0
15443,13906,1,23/01/2020,340.0
15453,6742,1,23/04/2020,1700.0
15470,5292,4,14/02/2021,2304.0
15475,53138,0,16/12/2020,3450.0
15477,56571,3,26/12/2019,840.0
15484,7729,3,13/12/2020,2160.0
15487,41189,5,28/09/2019,960.0
15489,35682,3,16/10/2020,250.0
15501,36306,1,12/04/2019,1950.0
15507,32890,5,19/05/2019,2400.0
15514,98964,1,26/07/2020,560.0
15519,61356,1,07/08/2020,1560.0
15526,21429,1,16/10/2020,2340.0
15529,37794,2,02/12/2019,105.0
15534,93262,2,29/05/2019,1350.0
15547,4835,4,26/12/2020,2240.0
15553,18128,1,03/08/2020,2385.0
15571,66135,4,12/09/2019,980.0
15574,7729,2,16/07/2020,2160.0
15576,7871,5,06/11/2019,1680.0
15580,77558,4,12/02/2020,3160.0
15585,3829,2,28/09/2019,10520.0
15590,75557,5,03/08/2020,360.0
15598,41518,1,01/03/2019,780.0
15612,11736,2,26/12/2020,1480.0
15618,54794,4,19/07/2019,1400.0
15621,6742,1,16/03/2020,3400.0
15622,15470,2,16/07/2020,1180.0
15623,27336,2,16/01/2021,1500.0
15629,82990,4,26/03/2020,2700.0
15634,80644,4,12/04/2019,1980.0
15638,39814,2,02/12/2019,1170.0
15642,7729,5,18/12/2019,1800.0
15645,22568,2,25/10/2020,1225.0
15646,70240,5,09/01/2020,1740.0
15657,33976,3,09/01/2020,720.0
15659,25562,1,13/01/2020,640.0
15670,3820,4,08/10/2020,139.0
15671,45979,4,06/11/2019,280.0
15673,57815,4,02/07/2020,600.0
15674,66255,1,01/10/2020,1560.0
15681,51314,5,28/11/2019,820.0
15683,10795,3,15/03/2019,900.0
15687,80644,1,12/02/2020,5940.0
15695,54794,1,29/10/2019,2100.0
15701,77558,5,18/06/2019,3160.0
15709,71770,2,05/02/2021,530.0
15711,3865,4,30/10/2020,26000.0
15716,56380,1,09/11/2020,895.0
15718,21516,5,26/07/2020,320.0
15742,45695,2,18/12/2019,480.0
15745,32126,5,31/07/2020,210.0
15749,23575,1,23/01/2020,420.0
15751,71770,4,09/05/2020,2650.0
15753,27336,1,16/03/2020,750.0
15760,7871,2,03/08/2020,1260.0
15780,3829,5,26/02/2020,15780.0
15781,32126,4,06/01/2021,420.0
15783,14074,2,09/11/2020,450.0
15799,15470,4,09/12/2020,3540.0
15804,91248,4,16/12/2020,225.0
15810,7729,4,13/09/2020,2160.0
15815,91498,2,07/06/2019,390.0
15819,65473,3,03/01/2020,1050.0
15821,72621,5,12/12/2019,358.0
15832,89334,1,03/01/2020,700.0
15842,5412,3,16/09/2020,788.0
15844,8673,1,27/04/2020,1960.0
15846,53138,1,13/01/2020,3450.0
15856,58472,3,12/06/2020,600.0
15857,100484,5,31/12/2020,1280.0
15861,73692,3,18/04/2020,270.0
15864,19432,1,21/03/2020,190.0
15877,18128,2,02/03/2020,3975.0
15887,28699,1,21/01/2021,420.0
15888,8707,4,28/01/2020,450.0
15894,33348,5,02/12/2020,640.0
15898,43054,4,26/12/2020,1280.0
15900,13906,3,02/03/2020,1020.0
15902,18751,5,28/05/2020,4950.0
15904,18128,4,02/03/2020,2385.0
15908,33348,5,29/07/2019,320.0
15913,59337,2,21/07/2020,1950.0
15917,32890,5,18/06/2019,1920.0
15927,79079,1,23/09/2020,1280.0
15929,73038,5,31/03/2020,360.0
15932,32126,3,28/01/2020,420.0
15934,75557,3,21/01/2021,180.0
15935,44379,4,02/11/2020,495.0
15936,4853,2,21/12/2020,300.0
15938,36195,2,16/09/2020,660.0
15939,62594,4,15/05/2020,1800.0
15948,21516,5,29/05/2019,1280.0
15954,31835,2,16/01/2019,798.0
15955,45979,1,25/10/2020,1680.0
15965,84743,1,29/05/2019,360.0
15968,70813,3,12/05/2020,240.0
15969,33976,1,12/09/2019,240.0
15976,37384,5,03/08/2020,2800.0
15979,53138,2,17/05/2020,4140.0
15982,39368,3,16/01/2021,1116.0
15986,8691,4,09/05/2019,1080.0
15993,98964,3,13/10/2019,840.0
15998,29650,2,02/12/2019,120.0
16003,43699,1,07/06/2019,169.0
16007,46573,3,09/01/2020,2100.0
16009,33348,2,06/02/2020,480.0
16016,66255,2,08/10/2020,390.0
16017,44207,2,23/01/2020,580.0
16032,77079,4,31/03/2020,500.0
16033,75706,5,28/09/2019,600.0
16034,39814,1,06/01/2021,390.0
16037,24159,1,22/02/2020,540.0
16038,64127,2,02/12/2020,2950.0
16047,87156,5,24/11/2019,640.0
16050,24159,3,09/05/2020,810.0
16055,49026,5,12/03/2020,1200.0
16057,66255,3,09/05/2019,1950.0
16061,89334,2,09/02/2019,1400.0
16066,8673,5,29/07/2019,2450.0
16072,11218,1,07/03/2020,250.0
16078,21244,4,28/11/2019,6720.0
16079,32890,1,02/11/2020,2400.0
16085,83009,1,18/06/2019,560.0
16096,100932,2,09/09/2020,23400.0
16098,56380,5,04/04/2020,537.0
16099,6769,5,09/05/2020,1100.0
16101,40508,5,26/12/2020,490.0
16104,19432,2,16/03/2020,950.0
16110,8673,1,09/04/2020,2940.0
16114,12812,3,18/12/2019,1600.0
16122,7729,3,02/05/2020,360.0
16129,50478,1,09/04/2020,630.0
16143,56350,2,26/07/2020,980.0
16148,32126,1,18/06/2019,840.0
16159,66135,3,05/09/2020,2450.0
16160,17990,1,30/01/2021,19000.0
16163,11736,5,30/01/2021,2960.0
16165,35682,4,17/08/2019,1000.0
16167,83795,3,06/12/2019,310.0
16169,73692,4,28/05/2020,180.0
16171,6699,5,06/05/2020,640.0
16172,14074,3,09/05/2019,1800.0
16177,17395,2,22/12/2020,1400.0
16178,48483,4,26/07/2020,2400.0
16179,17258,5,16/01/2019,2520.0
16192,74506,5,29/07/2019,2520.0
16197,85154,3,19/11/2019,1260.0
16212,40082,5,15/05/2020,1260.0
16215,87156,3,28/05/2020,640.0
16219,39368,3,16/12/2020,1116.0
16222,18128,4,17/02/2020,795.0
16227,18212,3,09/02/2019,360.0
16231,6699,3,21/01/2021,1600.0
16232,53941,4,26/08/2019,1120.0
16245,100481,5,22/02/2020,1230.0
16248,6262,5,03/08/2020,644.0
16266,50478,5,28/05/2020,1890.0
16269,50478,1,22/05/2020,630.0
16274,62594,2,26/03/2020,1200.0
16275,35129,5,02/03/2020,640.0
16279,82257,1,02/12/2020,4800.0
16283,45979,4,03/07/2019,280.0
16291,25562,1,22/02/2020,960.0
16293,100484,2,31/03/2020,960.0
16297,74506,4,01/03/2019,840.0
16307,83009,3,27/04/2020,560.0
16308,7940,1,26/11/2020,7200.0
16315,18212,3,29/07/2019,240.0
16322,47405,1,09/01/2020,1860.0
16330,79551,2,25/11/2019,1160.0
16341,48872,3,22/12/2020,240.0
16343,30211,2,19/11/2019,380.0
16349,43888,5,31/07/2020,950.0
16359,35129,2,27/04/2020,1920.0
16360,47475,3,31/03/2020,2940.0
16365,79079,2,06/11/2019,320.0
16366,50771,2,15/05/2020,1360.0
16372,100932,3,27/04/2020,3900.0
16374,5567,2,12/04/2019,840.0
16376,80644,1,12/07/2019,5940.0
16380,100481,5,17/02/2020,820.0
16383,14074,2,03/08/2020,1800.0
16403,14836,3,12/09/2019,4400.0
16408,83866,0,02/07/2020,2970.0
16410,37794,4,26/02/2020,315.0
16418,40082,3,09/01/2020,315.0
16433,12812,4,12/02/2020,1280.0
16446,47405,4,26/12/2019,310.0
16447,59337,2,21/11/2020,390.0
16453,12895,4,22/02/2020,13000.0
16460,33349,1,13/09/2020,540.0
16466,36306,4,19/07/2019,1950.0
16470,44207,4,08/06/2020,870.0
16472,53138,3,24/11/2019,1380.0
16476,62594,1,25/10/2020,1800.0
16478,36306,5,08/06/2019,780.0
16480,4553,1,23/01/2020,220.0
16489,82990,2,10/07/2020,450.0
16496,82257,5,22/06/2020,3200.0
16504,77558,2,17/01/2019,3950.0
16506,71946,2,25/10/2020,290.0
16507,77558,5,18/12/2020,3160.0
16514,66135,0,27/06/2020,980.0
16522,3451,5,07/08/2019,1250.0
16523,44424,2,26/03/2020,1080.0
16525,83009,1,14/04/2020,1120.0
16537,47682,2,06/10/2019,2580.0
16543,35129,3,18/12/2020,1600.0
16550,86302,3,16/10/2020,278.0
16554,49497,1,13/01/2020,1920.0
16560,57815,2,21/01/2021,300.0
16561,83866,2,16/06/2020,4950.0
16574,86845,3,05/02/2021,330.0
16588,7871,2,02/03/2020,1260.0
16591,14420,3,26/12/2019,2070.0
16594,86544,5,28/05/2020,300.0
16597,95805,5,06/01/2021,600.0
16598,53138,5,29/05/2019,3450.0
16602,73038,3,21/01/2021,180.0
16604,5412,1,12/09/2019,3152.0
16610,82990,1,23/04/2020,1800.0
16612,100932,1,14/04/2020,15600.0
16618,17258,4,12/08/2020,1680.0
16630,51314,2,21/07/2020,2050.0
16634,82990,4,31/03/2020,450.0
16637,41189,3,17/01/2019,800.0
16639,98964,4,16/01/2021,840.0
16640,49497,5,19/07/2019,960.0
16643,56380,4,04/04/2020,716.0
16645,21516,1,30/11/2020,320.0
16646,33348,1,16/06/2020,480.0
16655,55051,1,05/02/2021,3040.0
16656,53458,1,29/05/2019,450.0
16657,62594,2,08/06/2020,1200.0
16664,80644,5,30/07/2019,2970.0
16667,24159,4,30/01/2021,1620.0
16679,55452,5,27/04/2020,700.0
16691,30211,1,22/12/2020,2280.0
16692,84692,4,01/10/2020,2994.0
16697,54794,3,16/12/2020,700.0
16700,21244,2,02/12/2019,5600.0
16708,100939,4,06/10/2019,310.0
16713,65473,1,12/04/2019,840.0
16716,8691,5,19/09/2019,540.0
16717,100481,2,25/10/2020,2460.0
16719,41262,4,09/11/2020,1950.0
16729,7871,2,19/09/2019,2520.0
16747,50330,5,21/01/2021,1260.0
16750,29012,1,22/06/2020,2625.0
16754,6769,2,12/08/2020,1320.0
16755,68110,3,04/12/2020,3950.0
16760,41262,2,12/03/2020,390.0
16762,11218,2,16/09/2020,1000.0
16769,85154,2,02/02/2020,1680.0
16770,74864,5,21/11/2020,130.0
16777,15,2,20/02/2021,1770.0
16781,31651,2,17/01/2019,720.0
16785,32126,2,09/04/2020,1260.0
16791,36306,4,18/04/2020,1560.0
16797,87,2,20/02/2021,700.0
16803,74506,3,05/02/2021,1680.0
16816,83795,3,13/09/2020,620.0
16817,53941,2,06/01/2021,1120.0
16823,30263,1,18/12/2019,135.0
16840,57696,3,22/05/2020,820.0
16849,51314,5,13/09/2020,1230.0
16859,100460,3,09/01/2020,1780.0
16863,3820,3,28/01/2020,695.0
16868,62594,4,28/05/2020,1500.0
16870,84176,3,20/10/2019,1240.0
16871,4853,4,26/02/2020,400.0
16875,45695,5,03/07/2019,1440.0
16880,70813,2,25/10/2020,720.0
16885,57815,3,12/09/2019,200.0
16888,65473,3,30/01/2021,840.0
16897,41262,2,28/08/2020,390.0
16900,45979,2,12/07/2019,840.0
16909,37794,3,19/09/2019,420.0
16912,86243,5,12/07/2019,350.0
16923,4553,5,17/01/2019,220.0
16933,55051,1,28/05/2020,3800.0
16935,22407,4,20/08/2020,800.0
16940,100983,1,16/10/2020,2100.0
16943,15470,1,07/03/2020,3540.0
16949,30211,1,12/07/2019,1140.0
16964,48872,2,02/12/2020,600.0
16971,16634,2,13/09/2020,480.0
16975,29893,4,28/11/2019,2100.0
16978,88368,2,30/10/2020,750.0
16979,35129,5,26/02/2020,640.0
16981,66135,2,14/04/2020,1470.0
16991,21516,2,26/08/2019,320.0
17001,51314,3,18/01/2020,2050.0
17007,47475,3,30/03/2019,2450.0
17012,44207,3,21/11/2020,580.0
17026,10086,3,07/11/2019,3000.0
17028,89334,5,29/08/2020,1400.0
17031,53458,2,20/08/2020,900.0
17032,28699,3,02/07/2020,2100.0
17036,9397,5,18/01/2020,2070.0
17041,47405,2,26/07/2020,1240.0
17054,91248,2,16/07/2020,180.0
17059,44207,4,13/10/2019,1160.0
17060,3829,4,17/08/2019,2630.0
17062,4853,2,16/10/2020,100.0
17069,59784,1,22/02/2020,1560.0
17072,73038,2,21/03/2020,360.0
17094,98964,2,22/12/2020,560.0
17099,3829,1,08/06/2020,5260.0
17103,84743,1,17/02/2020,120.0
17107,61071,3,10/07/2020,2700.0
17113,57696,5,21/03/2020,1230.0
17124,10086,5,03/07/2019,2250.0
17126,6262,1,20/10/2019,1932.0
17133,53458,5,17/01/2019,2700.0
17135,3865,3,17/08/2019,26000.0
17149,3865,0,08/06/2020,19500.0
17162,13716,4,08/10/2020,450.0
17173,9809,4,16/12/2020,1040.0
17177,64127,2,22/12/2020,2950.0
17178,72621,4,19/11/2019,179.0
17181,53458,1,31/03/2020,2250.0
17187,72621,5,23/04/2020,537.0
17191,30211,2,30/11/2020,1900.0
17198,54794,1,12/07/2019,1050.0
17200,17329,5,13/01/2020,1770.0
17201,72621,2,01/03/2019,1074.0
17206,100484,4,26/12/2020,320.0
17211,100939,1,02/11/2020,1550.0
17218,23575,3,18/01/2020,1050.0
17219,50330,4,21/03/2020,840.0
17236,6381,2,24/11/2019,2930.0
17243,18790,5,18/12/2019,4450.0
17250,54794,4,28/11/2019,1050.0
17255,71770,4,23/09/2020,1590.0
17260,41262,4,25/11/2019,780.0
17264,6381,3,02/02/2020,2344.0
17270,4835,3,09/01/2020,2240.0
17287,48483,1,26/11/2020,2000.0
17288,13705,1,08/10/2020,1080.0
17292,60010,3,12/07/2019,90.0
17298,11736,2,13/11/2019,2220.0
17303,6888,4,05/09/2020,2100.0
17307,71946,3,12/09/2019,1160.0
17308,18751,3,14/02/2021,1980.0
17309,32126,2,08/06/2019,210.0
17318,20029,1,18/06/2019,1176.0
17322,43054,5,29/10/2019,960.0
17323,74864,5,12/07/2019,650.0
17329,73038,3,22/11/2020,180.0
17335,67445,5,07/11/2019,1280.0
17336,59337,4,04/12/2020,1950.0
17337,83009,5,12/04/2019,1400.0
17340,79079,3,12/04/2019,1920.0
17342,43888,3,26/02/2020,570.0
17344,29510,5,06/02/2020,1080.0
17346,45878,1,28/11/2019,420.0
17348,70240,1,04/04/2020,290.0
17350,62594,1,30/10/2020,900.0
17355,13705,5,12/04/2019,180.0
17362,53458,3,02/12/2020,900.0
17372,3820,1,03/07/2020,695.0
17380,54794,4,14/04/2020,700.0
17383,16634,1,16/10/2020,2880.0
17387,54794,3,14/04/2020,700.0
17388,70673,1,06/12/2019,210.0
17391,25562,5,27/04/2020,320.0
17395,100460,5,26/08/2019,3560.0
17396,43888,5,06/10/2019,950.0
17403,71,2,20/02/2021,3180.0
17408,17329,2,16/03/2020,3540.0
17409,75706,1,12/03/2020,600.0
17411,50330,3,21/10/2020,1050.0
17412,6769,3,23/01/2020,220.0
17413,72621,4,19/09/2019,895.0
17414,83009,2,29/05/2019,1400.0
17419,11736,2,26/07/2020,740.0
17426,58245,5,26/12/2019,120.0
17433,38723,5,19/09/2019,480.0
17435,84176,1,27/06/2020,620.0
17456,55051,2,30/01/2021,1520.0
17458,5412,1,03/06/2020,4728.0
17459,32126,3,17/05/2020,840.0
17462,66255,4,03/07/2019,1560.0
17474,3820,2,31/07/2020,139.0
17490,43699,4,17/05/2020,338.0
17495,6262,3,20/08/2020,644.0
17499,40082,1,16/09/2020,1260.0
17501,32890,5,13/12/2020,2400.0
17504,22568,1,03/07/2019,1225.0
17528,66539,3,10/07/2020,1197.0
17530,67445,5,12/12/2019,640.0
17551,14420,1,13/12/2020,3450.0
17553,95805,1,03/07/2020,400.0
17557,25562,4,13/12/2020,320.0
17560,8673,5,09/09/2020,1960.0
17562,13705,1,21/01/2021,720.0
17573,35682,2,19/09/2019,250.0
17580,7871,3,26/08/2019,1680.0
17583,64127,2,06/05/2020,1770.0
17585,18128,2,02/12/2019,2385.0
17591,98964,5,30/11/2020,560.0
17592,86845,5,17/08/2019,220.0
17600,58245,1,12/12/2019,480.0
17605,36306,1,08/08/2019,390.0
17608,46573,1,25/10/2020,700.0
17612,100961,1,12/04/2019,2880.0
17620,97039,3,13/12/2020,1920.0
17621,13906,2,13/10/2019,1020.0
17627,74864,5,25/01/2021,130.0
17629,59337,2,22/02/2020,1560.0
17633,30211,1,04/04/2020,380.0
17638,11736,4,22/11/2020,1480.0
17642,21516,2,13/09/2020,1280.0
17644,32986,1,17/05/2020,630.0
17652,45979,2,25/10/2020,280.0
17659,83792,3,22/06/2020,780.0
17663,80644,5,30/01/2021,2970.0
17673,29893,5,19/05/2019,1680.0
17676,47682,3,21/03/2020,1290.0
17677,13906,1,03/08/2020,680.0
17681,43888,1,19/09/2019,190.0
17682,4835,3,12/06/2020,3360.0
17687,3820,5,09/01/2020,417.0
17688,71770,3,03/01/2020,2650.0
17698,66539,1,18/12/2019,1995.0
17706,41262,3,16/10/2020,390.0
17709,84692,1,26/12/2020,2495.0
17726,3829,2,05/09/2020,13150.0
17730,66255,4,19/11/2019,1170.0
17737,58472,2,13/11/2019,600.0
17738,82257,3,22/02/2020,9600.0
17742,19432,2,21/10/2020,950.0
17752,100481,2,12/07/2019,2050.0
17766,86302,2,26/07/2020,139.0
17791,22407,3,06/02/2020,400.0
17794,100983,5,20/10/2019,1400.0
17805,33976,1,06/12/2019,360.0
17807,45695,3,17/08/2019,960.0
17816,13472,2,18/06/2019,450.0
17819,27336,2,06/12/2019,1000.0
17825,22568,3,12/05/2020,245.0
17833,91498,2,16/03/2020,260.0
17848,29012,2,12/07/2019,1050.0
17861,9981,1,24/11/2019,24000.0
17868,48483,4,26/03/2020,1600.0
17873,49497,2,30/10/2020,1600.0
17878,11218,2,23/09/2020,250.0
17886,45979,4,04/04/2020,280.0
17892,17329,3,16/03/2020,1180.0
17901,18790,3,23/04/2020,890.0
17913,36195,3,30/01/2021,220.0
17915,48872,3,21/10/2019,240.0
17923,27659,3,13/04/2019,700.0
17925,62594,5,12/08/2020,600.0
17927,35129,4,13/11/2019,1280.0
17928,3829,3,26/12/2020,10520.0
17933,53941,2,02/12/2019,840.0
17936,56350,4,16/01/2021,490.0
17958,68110,3,13/10/2019,1580.0
17961,19432,2,17/05/2020,190.0
17963,2706,1,25/10/2020,2950.0
17967,29650,1,02/02/2020,360.0
17972,23575,4,09/05/2020,1050.0
17975,29893,3,29/05/2019,1680.0
17982,50478,3,08/08/2019,1890.0
17989,41189,4,13/09/2020,480.0
17992,100481,1,14/04/2020,820.0
17995,79551,5,06/12/2019,1450.0
18006,73692,3,09/05/2019,90.0
18008,41262,5,13/11/2019,1950.0
18009,87711,2,06/10/2019,700.0
18013,3451,5,07/03/2020,750.0
18024,3820,4,19/05/2019,695.0
18027,86845,0,10/07/2020,660.0
18035,3451,2,04/04/2020,1500.0
18043,4853,2,02/12/2020,500.0
18044,56571,4,28/05/2020,1260.0
18053,62594,4,05/02/2021,300.0
18061,9397,1,06/01/2021,1035.0
18063,28699,3,18/12/2020,840.0
18067,18790,1,03/08/2020,4450.0
18072,70673,1,05/02/2021,840.0
18073,6742,2,21/10/2019,3400.0
18078,73692,1,16/11/2020,450.0
18081,5995,5,12/07/2019,796.0
18084,83009,1,18/04/2020,840.0
18086,93262,4,30/11/2020,2700.0
18092,53458,3,26/11/2020,450.0
18093,44424,4,26/12/2019,720.0
18102,100939,3,01/10/2020,1240.0
18108,28699,4,16/10/2020,1680.0
18115,61356,4,03/01/2020,1950.0
18128,36195,2,31/07/2020,330.0
18136,21429,5,06/02/2020,1950.0
18142,82257,5,12/09/2019,1600.0
18143,86243,5,10/07/2020,2100.0
18148,32126,5,09/05/2019,210.0
18150,39814,3,07/03/2020,2340.0
18157,7729,1,07/02/2020,1080.0
18160,59337,2,16/10/2020,1170.0
18162,45979,2,21/10/2019,840.0
18163,36195,4,13/11/2019,660.0
18166,72621,4,28/11/2019,179.0
18171,44379,2,30/10/2020,660.0
18172,72621,1,29/05/2019,1074.0
18177,33976,2,01/03/2019,120.0
18179,59337,1,25/10/2020,2340.0
18184,56380,1,18/04/2020,179.0
18187,3829,1,21/10/2019,7890.0
18189,43888,2,05/09/2020,760.0
18191,87711,0,03/06/2020,280.0
18192,28699,1,23/01/2020,1680.0
18195,28699,3,09/05/2019,2100.0
18197,41518,2,12/03/2020,1300.0
18198,18212,3,25/11/2019,480.0
18204,70240,2,21/10/2020,290.0
18206,64127,2,30/03/2019,1770.0
18213,17258,3,07/11/2019,1680.0
18228,4307,1,07/02/2020,6175.0
18232,12751,1,27/06/2020,2000.0
18239,17990,1,20/08/2020,15200.0
18241,42913,3,30/10/2020,10360.0
18244,6137,2,16/08/2020,500.0
18254,73692,1,09/09/2020,540.0
18256,79551,2,26/07/2020,870.0
18258,39368,3,17/11/2020,1395.0
18266,100932,3,09/04/2020,15600.0
18295,4553,3,01/03/2019,550.0
18297,86302,3,01/03/2019,695.0
18300,54794,1,03/01/2020,700.0
18305,60010,4,13/04/2019,270.0
18306,98964,3,02/11/2020,1120.0
18312,53458,4,30/11/2020,1800.0
18313,67445,3,24/11/2019,640.0
18319,24159,0,27/06/2020,1350.0
18320,83795,3,21/01/2021,930.0
18330,100932,2,13/04/2019,23400.0
